season,week,game_id,posteam,defteam,player_id,pass_attempt,complete_pass,passing_yards,pass_touchdown,interception,rush_plays,rushing_yards,rush_touchdown,reception,receiving_yards,receiving_touchdown,fumble_lost,rush_inside_10,rush_inside_20,target_inside_10,target_inside_20,total_touches,fantasy_points
2025,1,2025_01_ARI_NO,NO,ARI,00-0036040,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,8.0,76.0,0.0,0.0,0,0,0,2,8.0,15.600000000000001
2025,1,2025_01_ARI_NO,NO,ARI,00-0037239,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,7.0,54.0,0.0,0.0,0,0,0,1,7.0,12.4
2025,1,2025_01_ARI_NO,NO,ARI,00-0037545,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,6.0,33.0,0.0,0.0,0,0,0,1,6.0,9.3
2025,1,2025_01_ARI_NO,NO,ARI,00-0038551,0.0,0.0,0.0,0.0,0.0,5,24.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,5.0,2.4000000000000004
2025,1,2025_01_ARI_NO,NO,ARI,00-0039376,45.0,27.0,214.0,0.0,0.0,4,29.0,0.0,0.0,0.0,0.0,0.0,0,1,2,6,49.0,11.46
2025,1,2025_01_ARI_NO,NO,ARI,00-0039424,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,13.0,0.0,0.0,0,0,1,1,1.0,2.3
2025,1,2025_01_ARI_NO,NO,ARI,00-0040202,0.0,0.0,0.0,0.0,0.0,2,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2.0,0.9
2025,1,2025_01_BAL_BUF,BAL,BUF,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,0.0
2025,1,2025_01_BAL_BUF,BAL,BUF,00-0030564,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,35.0,1.0,0.0,0,0,0,0,2.0,11.5
2025,1,2025_01_BAL_BUF,BAL,BUF,00-0032764,0.0,0.0,0.0,0.0,0.0,18,169.0,2.0,1.0,13.0,0.0,1.0,0,0,0,0,19.0,29.200000000000003
2025,1,2025_01_BAL_BUF,BAL,BUF,00-0034753,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,5.0,0.0,0.0,0,0,0,0,1.0,1.5
2025,1,2025_01_BAL_BUF,BAL,BUF,00-0034796,21.0,14.0,209.0,2.0,0.0,6,70.0,1.0,0.0,0.0,0.0,0.0,1,1,0,1,27.0,29.36
2025,1,2025_01_BAL_BUF,BAL,BUF,00-0034975,0.0,0.0,0.0,0.0,0.0,2,-14.0,0.0,1.0,3.0,0.0,0.0,0,1,0,0,3.0,-0.10000000000000009
2025,1,2025_01_BAL_BUF,BAL,BUF,00-0036550,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,10.0,0.0,0.0,0,0,0,0,2.0,3.0
2025,1,2025_01_BAL_BUF,BAL,BUF,00-0039064,0.0,0.0,0.0,0.0,0.0,2,8.0,0.0,7.0,143.0,1.0,0.0,0,0,0,0,9.0,28.1
2025,1,2025_01_BAL_BUF,BAL,BUF,00-0039796,0.0,0.0,0.0,0.0,0.0,1,5.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1.0,0.5
2025,1,2025_01_BAL_BUF,BUF,BAL,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0
2025,1,2025_01_BAL_BUF,BUF,BAL,00-0034857,49.0,33.0,394.0,2.0,0.0,11,35.0,2.0,0.0,0.0,0.0,0.0,5,5,5,12,60.0,39.26
2025,1,2025_01_BAL_BUF,BUF,BAL,00-0035537,0.0,0.0,0.0,0.0,0.0,2,24.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,2.0,2.4000000000000004
2025,1,2025_01_BAL_BUF,BUF,BAL,00-0035689,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,20.0,0.0,0.0,0,0,0,0,2.0,4.0
2025,1,2025_01_BAL_BUF,BUF,BAL,00-0036980,0.0,0.0,0.0,0.0,0.0,1,8.0,0.0,1.0,3.0,0.0,0.0,0,0,0,0,2.0,2.1
2025,1,2025_01_BAL_BUF,BUF,BAL,00-0036988,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,5.0,61.0,0.0,0.0,0,0,0,2,5.0,11.100000000000001
2025,1,2025_01_BAL_BUF,BUF,BAL,00-0037248,0.0,0.0,0.0,0.0,0.0,13,44.0,1.0,5.0,58.0,0.0,0.0,2,4,0,0,18.0,21.200000000000003
2025,1,2025_01_BAL_BUF,BUF,BAL,00-0037261,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,6.0,64.0,0.0,0.0,0,0,1,2,6.0,12.4
2025,1,2025_01_BAL_BUF,BUF,BAL,00-0038933,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4.0,48.0,1.0,0.0,0,0,1,2,4.0,14.8
2025,1,2025_01_BAL_BUF,BUF,BAL,00-0039875,0.0,0.0,0.0,0.0,0.0,1,2.0,0.0,1.0,-1.0,0.0,0.0,0,0,0,1,2.0,1.1
2025,1,2025_01_BAL_BUF,BUF,BAL,00-0039901,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,8.0,112.0,1.0,0.0,0,0,3,4,8.0,25.200000000000003
2025,1,2025_01_BAL_BUF,BUF,BAL,00-0040194,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,29.0,0.0,0.0,0,0,0,0,1.0,3.9000000000000004
2025,1,2025_01_CAR_JAX,CAR,JAX,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0
2025,1,2025_01_CAR_JAX,CAR,JAX,00-0034983,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,11.0,0.0,0.0,0,0,0,0,2.0,3.1
2025,1,2025_01_CAR_JAX,CAR,JAX,00-0036139,0.0,0.0,0.0,0.0,0.0,3,12.0,0.0,2.0,4.0,0.0,0.0,0,0,0,0,5.0,3.6
2025,1,2025_01_CAR_JAX,CAR,JAX,00-0036555,0.0,0.0,0.0,0.0,0.0,16,57.0,0.0,3.0,32.0,1.0,0.0,2,3,0,0,19.0,17.9
2025,1,2025_01_CAR_JAX,CAR,JAX,00-0037005,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,2.0,0.0,0.0,0,0,0,0,1.0,1.2
2025,1,2025_01_CAR_JAX,CAR,JAX,00-0039150,36.0,18.0,154.0,1.0,2.0,4,41.0,0.0,0.0,0.0,0.0,1.0,0,0,1,1,40.0,8.260000000000002
2025,1,2025_01_CAR_JAX,CAR,JAX,00-0039342,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3.0,10.0,0.0,0.0,0,0,1,1,3.0,4.0
2025,1,2025_01_CAR_JAX,CAR,JAX,00-0039356,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,27.0,0.0,0.0,0,0,0,0,2.0,4.7
2025,1,2025_01_CAR_JAX,CAR,JAX,00-0040124,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,5.0,68.0,0.0,0.0,0,0,0,0,5.0,11.8
2025,1,2025_01_CAR_JAX,CAR,JAX,00-0040644,0.0,0.0,0.0,0.0,0.0,1,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1.0,0.4
2025,1,2025_01_CAR_JAX,JAX,CAR,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,0.0
2025,1,2025_01_CAR_JAX,JAX,CAR,00-0033246,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0
2025,1,2025_01_CAR_JAX,JAX,CAR,00-0036626,0.0,0.0,0.0,0.0,0.0,2,6.0,0.0,3.0,52.0,0.0,0.0,0,0,0,0,5.0,8.8
2025,1,2025_01_CAR_JAX,JAX,CAR,00-0036971,30.0,19.0,178.0,1.0,1.0,2,14.0,0.0,0.0,0.0,0.0,0.0,0,1,2,3,32.0,10.520000000000001
2025,1,2025_01_CAR_JAX,JAX,CAR,00-0036973,0.0,0.0,0.0,0.0,0.0,16,143.0,0.0,3.0,13.0,0.0,0.0,0,4,0,0,19.0,18.6
2025,1,2025_01_CAR_JAX,JAX,CAR,00-0037004,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,6.0,1.0,0.0,0,0,1,1,1.0,7.6
2025,1,2025_01_CAR_JAX,JAX,CAR,00-0038555,0.0,0.0,0.0,0.0,0.0,5,12.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,5.0,1.2000000000000002
2025,1,2025_01_CAR_JAX,JAX,CAR,00-0038935,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4.0,59.0,0.0,0.0,0,0,0,0,4.0,9.9
2025,1,2025_01_CAR_JAX,JAX,CAR,00-0039893,0.0,0.0,0.0,0.0,0.0,1,9.0,1.0,1.0,11.0,0.0,0.0,1,1,0,0,2.0,9.0
2025,1,2025_01_CAR_JAX,JAX,CAR,00-0040238,0.0,0.0,0.0,0.0,0.0,1,7.0,0.0,1.0,4.0,0.0,0.0,0,0,0,0,2.0,2.1
2025,1,2025_01_CAR_JAX,JAX,CAR,00-0040718,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,6.0,33.0,0.0,0.0,0,0,1,1,6.0,9.3
2025,1,2025_01_CAR_JAX,JAX,CAR,00-0040719,0.0,0.0,0.0,0.0,0.0,3,11.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0,3.0,1.1
2025,1,2025_01_CIN_CLE,CIN,CLE,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0
2025,1,2025_01_CIN_CLE,CIN,CLE,00-0033526,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,6.0,0.0,0.0,0,0,0,0,2.0,2.6
2025,1,2025_01_CIN_CLE,CIN,CLE,00-0034829,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,14.0,0.0,0.0,0,0,1,2,1.0,2.4000000000000004
2025,1,2025_01_CIN_CLE,CIN,CLE,00-0035631,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0
2025,1,2025_01_CIN_CLE,CIN,CLE,00-0035644,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4.0,26.0,1.0,0.0,0,0,1,1,4.0,12.6
2025,1,2025_01_CIN_CLE,CIN,CLE,00-0036410,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3.0,33.0,0.0,0.0,0,0,0,0,3.0,6.300000000000001
2025,1,2025_01_CIN_CLE,CIN,CLE,00-0036442,26.0,14.0,113.0,1.0,0.0,2,3.0,0.0,0.0,0.0,0.0,0.0,0,0,2,4,28.0,8.82
2025,1,2025_01_CIN_CLE,CIN,CLE,00-0036900,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,26.0,0.0,0.0,0,0,0,0,2.0,4.6
2025,1,2025_01_CIN_CLE,CIN,CLE,00-0038597,0.0,0.0,0.0,0.0,0.0,21,43.0,1.0,2.0,8.0,0.0,0.0,2,4,0,1,23.0,13.100000000000001
2025,1,2025_01_CIN_CLE,CLE,CIN,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,0.0,0.0
2025,1,2025_01_CIN_CLE,CLE,CIN,00-0026158,47.0,31.0,290.0,1.0,2.0,2,6.0,0.0,0.0,0.0,0.0,0.0,0,0,1,6,49.0,12.2
2025,1,2025_01_CIN_CLE,CLE,CIN,00-0033885,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3.0,37.0,0.0,0.0,0,0,0,0,3.0,6.7
2025,1,2025_01_CIN_CLE,CLE,CIN,00-0036407,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,5.0,66.0,0.0,0.0,0,0,0,0,5.0,11.600000000000001
2025,1,2025_01_CIN_CLE,CLE,CIN,00-0037267,0.0,0.0,0.0,0.0,0.0,6,8.0,0.0,1.0,-3.0,0.0,0.0,2,2,0,0,7.0,1.5
2025,1,2025_01_CIN_CLE,CLE,CIN,00-0038979,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,5.0,52.0,1.0,0.0,0,0,1,1,5.0,16.2
2025,1,2025_01_CIN_CLE,CLE,CIN,00-0039379,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,6.0,0.0,0.0,0,0,0,0,1.0,1.6
2025,1,2025_01_CIN_CLE,CLE,CIN,00-0040162,0.0,0.0,0.0,0.0,0.0,12,29.0,0.0,8.0,64.0,0.0,0.0,1,2,0,2,20.0,17.3
2025,1,2025_01_CIN_CLE,CLE,CIN,00-0040466,0.0,0.0,0.0,0.0,0.0,3,3.0,1.0,0.0,0.0,0.0,0.0,2,2,0,0,3.0,6.3
2025,1,2025_01_CIN_CLE,CLE,CIN,00-0040663,0.0,0.0,0.0,0.0,0.0,1,3.0,0.0,7.0,63.0,0.0,0.0,0,0,0,1,8.0,13.600000000000001
2025,1,2025_01_CIN_CLE,CLE,CIN,00-0040782,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,5.0,0.0,0.0,0,0,0,0,1.0,1.5
2025,1,2025_01_DAL_PHI,DAL,PHI,00-0033077,33.0,21.0,188.0,0.0,0.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,34.0,7.82
2025,1,2025_01_DAL_PHI,DAL,PHI,00-0035243,0.0,0.0,0.0,0.0,0.0,4,53.0,0.0,1.0,-3.0,0.0,1.0,0,2,0,0,5.0,4.000000000000001
2025,1,2025_01_DAL_PHI,DAL,PHI,00-0036358,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,7.0,110.0,0.0,0.0,0,0,0,0,7.0,18.0
2025,1,2025_01_DAL_PHI,DAL,PHI,00-0036997,0.0,0.0,0.0,0.0,0.0,15,54.0,2.0,2.0,10.0,0.0,0.0,2,3,0,0,17.0,20.4
2025,1,2025_01_DAL_PHI,DAL,PHI,00-0037247,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3.0,30.0,0.0,0.0,0,0,0,0,3.0,6.0
2025,1,2025_01_DAL_PHI,DAL,PHI,00-0037666,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,1,1.0,1.0
2025,1,2025_01_DAL_PHI,DAL,PHI,00-0037801,0.0,0.0,0.0,0.0,0.0,2,9.0,0.0,2.0,18.0,0.0,0.0,0,0,0,0,4.0,4.7
2025,1,2025_01_DAL_PHI,DAL,PHI,00-0038041,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,5.0,23.0,0.0,0.0,0,0,0,0,5.0,7.300000000000001
2025,1,2025_01_DAL_PHI,DAL,PHI,00-0038547,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0
2025,1,2025_01_DAL_PHI,DAL,PHI,00-0039530,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0
2025,1,2025_01_DAL_PHI,PHI,DAL,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0
2025,1,2025_01_DAL_PHI,PHI,DAL,00-0034351,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,7.0,44.0,0.0,0.0,0,0,0,0,7.0,11.4
2025,1,2025_01_DAL_PHI,PHI,DAL,00-0034844,0.0,0.0,0.0,0.0,0.0,18,60.0,1.0,4.0,24.0,0.0,0.0,4,4,0,1,22.0,18.4
2025,1,2025_01_DAL_PHI,PHI,DAL,00-0035676,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,8.0,0.0,0.0,0,0,0,0,1.0,1.8
2025,1,2025_01_DAL_PHI,PHI,DAL,00-0036265,0.0,0.0,0.0,0.0,0.0,3,10.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3.0,1.0
2025,1,2025_01_DAL_PHI,PHI,DAL,00-0036389,24.0,19.0,152.0,0.0,0.0,11,65.0,2.0,0.0,0.0,0.0,0.0,2,3,0,1,35.0,24.58
2025,1,2025_01_DAL_PHI,PHI,DAL,00-0036876,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,1.0,1.1
2025,1,2025_01_DAL_PHI,PHI,DAL,00-0036912,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3.0,16.0,0.0,0.0,0,0,0,0,3.0,4.6
2025,1,2025_01_DAL_PHI,PHI,DAL,00-0037741,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3.0,59.0,0.0,0.0,0,0,0,0,3.0,8.9
2025,1,2025_01_DAL_PHI,PHI,DAL,00-0039746,0.0,0.0,0.0,0.0,0.0,3,26.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3.0,2.6
2025,1,2025_01_DET_GB,DET,GB,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,0.0
2025,1,2025_01_DET_GB,DET,GB,00-0032464,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,16.0,0.0,0.0,0,0,0,0,2.0,3.6
2025,1,2025_01_DET_GB,DET,GB,00-0033106,43.0,31.0,225.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,10,43.0,11.0
2025,1,2025_01_DET_GB,DET,GB,00-0035685,0.0,0.0,0.0,0.0,0.0,11,25.0,0.0,4.0,18.0,0.0,0.0,0,1,0,1,15.0,8.3
2025,1,2025_01_DET_GB,DET,GB,00-0036963,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4.0,45.0,0.0,0.0,0,0,1,2,4.0,8.5
2025,1,2025_01_DET_GB,DET,GB,00-0037240,0.0,0.0,0.0,0.0,0.0,1,3.0,0.0,4.0,23.0,0.0,0.0,0,0,0,1,5.0,6.6000000000000005
2025,1,2025_01_DET_GB,DET,GB,00-0039065,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,6.0,79.0,0.0,0.0,0,0,0,2,6.0,13.9
2025,1,2025_01_DET_GB,DET,GB,00-0039139,0.0,0.0,0.0,0.0,0.0,9,19.0,0.0,10.0,31.0,0.0,0.0,1,2,0,2,19.0,15.0
2025,1,2025_01_DET_GB,DET,GB,00-0040669,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,13.0,1.0,0.0,0,0,0,1,1.0,8.3
2025,1,2025_01_DET_GB,GB,DET,00-0035700,0.0,0.0,0.0,0.0,0.0,19,66.0,1.0,1.0,4.0,0.0,0.0,3,5,0,0,20.0,14.000000000000002
2025,1,2025_01_DET_GB,GB,DET,00-0036264,22.0,16.0,188.0,2.0,0.0,2,5.0,0.0,0.0,0.0,0.0,0.0,1,2,0,6,24.0,16.02
2025,1,2025_01_DET_GB,GB,DET,00-0037306,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,2.0,0.0,0.0,0,0,0,0,1.0,1.2
2025,1,2025_01_DET_GB,GB,DET,00-0037816,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,68.0,0.0,0.0,0,0,0,2,2.0,8.8
2025,1,2025_01_DET_GB,GB,DET,00-0038393,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,30.0,0.0,0.0,0,0,0,0,2.0,5.0
2025,1,2025_01_DET_GB,GB,DET,00-0038685,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,2.0,0.0,0.0,0,0,0,1,2.0,1.3
2025,1,2025_01_DET_GB,GB,DET,00-0038797,0.0,0.0,0.0,0.0,0.0,1,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1.0,0.4
2025,1,2025_01_DET_GB,GB,DET,00-0038996,0.0,0.0,0.0,0.0,0.0,1,3.0,0.0,2.0,16.0,1.0,0.0,0,0,0,1,3.0,9.9
2025,1,2025_01_DET_GB,GB,DET,00-0039144,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,4.0,0.0,0.0,0,0,0,0,1.0,1.4
2025,1,2025_01_DET_GB,GB,DET,00-0039146,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3.0,45.0,1.0,0.0,0,0,0,1,3.0,13.5
2025,1,2025_01_DET_GB,GB,DET,00-0040009,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,1,1.0,1.1
2025,1,2025_01_DET_GB,GB,DET,00-0040667,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,16.0,0.0,0.0,0,0,0,0,2.0,3.6
2025,1,2025_01_HOU_LA,HOU,LA,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,0.0
2025,1,2025_01_HOU_LA,HOU,LA,00-0033854,0.0,0.0,0.0,0.0,0.0,2,9.0,0.0,2.0,17.0,0.0,1.0,0,0,0,0,4.0,2.5999999999999996
2025,1,2025_01_HOU_LA,HOU,LA,00-0034383,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3.0,28.0,0.0,0.0,0,0,0,0,3.0,5.800000000000001
2025,1,2025_01_HOU_LA,HOU,LA,00-0034386,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,27.0,0.0,0.0,0,0,0,0,2.0,4.7
2025,1,2025_01_HOU_LA,HOU,LA,00-0034791,0.0,0.0,0.0,0.0,0.0,13,60.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,13.0,6.0
2025,1,2025_01_HOU_LA,HOU,LA,00-0036554,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3.0,25.0,0.0,0.0,0,0,0,1,3.0,5.5
2025,1,2025_01_HOU_LA,HOU,LA,00-0037258,0.0,0.0,0.0,0.0,0.0,3,5.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,3.0,0.5
2025,1,2025_01_HOU_LA,HOU,LA,00-0038618,0.0,0.0,0.0,0.0,0.0,1,5.0,0.0,2.0,30.0,0.0,0.0,0,0,0,0,3.0,5.5
2025,1,2025_01_HOU_LA,HOU,LA,00-0039163,30.0,19.0,188.0,0.0,1.0,5,32.0,0.0,0.0,0.0,0.0,1.0,0,1,0,2,35.0,6.720000000000001
2025,1,2025_01_HOU_LA,HOU,LA,00-0039359,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4.0,22.0,0.0,0.0,0,0,0,0,4.0,6.2
2025,1,2025_01_HOU_LA,HOU,LA,00-0040130,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,32.0,0.0,0.0,0,0,0,0,2.0,5.2
2025,1,2025_01_HOU_LA,HOU,LA,00-0040138,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,7.0,0.0,0.0,0,0,0,0,1.0,1.7000000000000002
2025,1,2025_01_HOU_LA,HOU,LA,00-0040583,0.0,0.0,0.0,0.0,0.0,3,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3.0,0.30000000000000004
2025,1,2025_01_HOU_LA,LA,HOU,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0
2025,1,2025_01_HOU_LA,LA,HOU,00-0026498,32.0,21.0,245.0,1.0,0.0,2,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0,2,34.0,11.8
2025,1,2025_01_HOU_LA,LA,HOU,00-0031381,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4.0,51.0,0.0,0.0,0,0,0,0,4.0,9.100000000000001
2025,1,2025_01_HOU_LA,LA,HOU,00-0036244,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,-6.0,0.0,1.0,0,0,0,1,2.0,-0.6000000000000001
2025,1,2025_01_HOU_LA,LA,HOU,00-0036849,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,4.0,0.0,0.0,0,0,0,0,1.0,1.4
2025,1,2025_01_HOU_LA,LA,HOU,00-0037840,0.0,0.0,0.0,0.0,0.0,18,66.0,1.0,1.0,3.0,0.0,0.0,2,4,0,0,19.0,13.900000000000002
2025,1,2025_01_HOU_LA,LA,HOU,00-0038359,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,36.0,0.0,0.0,0,0,0,0,1.0,4.6
2025,1,2025_01_HOU_LA,LA,HOU,00-0039074,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,13.0,1.0,0.0,0,0,0,1,1.0,8.3
