season,week,game_id,posteam,defteam,player_id,pass_attempt,complete_pass,passing_yards,pass_touchdown,interception,rush_plays,rushing_yards,rush_touchdown,reception,receiving_yards,fumble_lost,rush_inside_10,rush_inside_20,target_inside_10,target_inside_20,total_touches,fantasy_points
2021,1,2021_01_CHI_LA,LA,CHI,0,0.0,0.0,0.0,0.0,0.0,42,0.0,0.0,0.0,0.0,0.0,0,0,0,0,42.0,0.0
2021,1,2021_01_CHI_LA,LA,CHI,00-0026189,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,21.0,0.0,0,0,0,0,2.0,4.1
2021,1,2021_01_CHI_LA,LA,CHI,00-0026498,27.0,20.0,368.0,3.0,0.0,5,-5.0,0.0,0.0,0.0,0.0,0,0,4,6,32.0,26.22
2021,1,2021_01_CHI_LA,LA,CHI,00-0030431,0.0,0.0,0.0,0.0,0.0,1,7.0,0.0,3.0,27.0,0.0,0,0,2,2,4.0,6.4
2021,1,2021_01_CHI_LA,LA,CHI,00-0033110,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,5.0,68.0,0.0,0,0,1,1,5.0,11.8
2021,1,2021_01_CHI_LA,LA,CHI,00-0033908,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,7.0,108.0,0.0,0,0,1,2,7.0,17.8
2021,1,2021_01_CHI_LA,LA,CHI,00-0034845,0.0,0.0,0.0,0.0,0.0,1,2.0,0.0,0.0,0.0,0.0,0,0,0,0,1.0,0.2
2021,1,2021_01_CHI_LA,LA,CHI,00-0035664,0.0,0.0,0.0,0.0,0.0,16,70.0,1.0,1.0,17.0,0.0,3,4,0,1,17.0,15.7
2021,1,2021_01_CHI_LA,LA,CHI,00-0036415,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,80.0,0.0,0,0,0,0,2.0,10.0
2021,1,2021_01_CLE_KC,0,0,0,0.0,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0,0,0,0,9.0,0.0
2021,1,2021_01_CLE_KC,CLE,KC,0,0.0,0.0,0.0,0.0,0.0,47,0.0,0.0,0.0,0.0,2.0,0,0,0,0,47.0,-4.0
2021,1,2021_01_CLE_KC,CLE,KC,00-0031382,0.0,0.0,0.0,0.0,0.0,2,13.0,1.0,5.0,71.0,0.0,1,1,0,0,7.0,19.4
2021,1,2021_01_CLE_KC,CLE,KC,00-0032392,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3.0,27.0,0.0,0,0,0,1,3.0,5.7
2021,1,2021_01_CLE_KC,CLE,KC,00-0032956,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0
2021,1,2021_01_CLE_KC,CLE,KC,00-0033885,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3.0,76.0,0.0,0,0,0,1,3.0,10.600000000000001
2021,1,2021_01_CLE_KC,CLE,KC,00-0033923,0.0,0.0,0.0,0.0,0.0,7,33.0,1.0,3.0,26.0,0.0,3,4,0,0,10.0,14.9
2021,1,2021_01_CLE_KC,CLE,KC,00-0034791,0.0,0.0,0.0,0.0,0.0,15,83.0,2.0,2.0,18.0,1.0,4,6,0,0,17.0,22.1
2021,1,2021_01_CLE_KC,CLE,KC,00-0034855,30.0,21.0,444.0,0.0,1.0,1,7.0,0.0,0.0,0.0,0.0,0,0,0,2,31.0,16.46
2021,1,2021_01_CLE_KC,CLE,KC,00-0035042,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1.0,0.0
2021,1,2021_01_CLE_KC,CLE,KC,00-0036232,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,17.0,0.0,0,0,0,0,1.0,2.7
2021,1,2021_01_CLE_KC,CLE,KC,00-0036233,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,4.0,0.0,0,0,0,0,1.0,1.4
2021,1,2021_01_CLE_KC,CLE,KC,00-0036999,0.0,0.0,0.0,0.0,0.0,1,17.0,0.0,3.0,69.0,0.0,0,0,0,0,4.0,11.600000000000001
2021,1,2021_01_CLE_KC,KC,CLE,0,0.0,0.0,0.0,0.0,0.0,57,0.0,0.0,0.0,0.0,0.0,0,0,0,1,57.0,0.0
2021,1,2021_01_CLE_KC,KC,CLE,00-0029164,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,-2.0,0.0,0,0,1,1,1.0,0.8
2021,1,2021_01_CLE_KC,KC,CLE,00-0030506,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,6.0,76.0,0.0,0,0,1,2,6.0,13.600000000000001
2021,1,2021_01_CLE_KC,KC,CLE,00-0031595,0.0,0.0,0.0,0.0,0.0,1,2.0,0.0,0.0,0.0,0.0,0,0,0,0,1.0,0.2
2021,1,2021_01_CLE_KC,KC,CLE,00-0032062,0.0,0.0,0.0,0.0,0.0,1,2.0,0.0,1.0,3.0,0.0,0,0,0,0,2.0,1.5
2021,1,2021_01_CLE_KC,KC,CLE,00-0032775,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,9.0,0.0,0,0,0,1,1.0,1.9
2021,1,2021_01_CLE_KC,KC,CLE,00-0033040,0.0,0.0,0.0,0.0,0.0,1,4.0,0.0,11.0,197.0,0.0,0,1,0,2,12.0,31.1
2021,1,2021_01_CLE_KC,KC,CLE,00-0033873,39.0,27.0,471.0,3.0,0.0,5,18.0,1.0,0.0,0.0,0.0,1,2,3,8,44.0,38.64
2021,1,2021_01_CLE_KC,KC,CLE,00-0034297,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,6.0,0.0,0,0,0,0,1.0,1.6
2021,1,2021_01_CLE_KC,KC,CLE,00-0034301,0.0,0.0,0.0,0.0,0.0,1,4.0,0.0,0.0,0.0,0.0,0,1,0,0,1.0,0.4
2021,1,2021_01_CLE_KC,KC,CLE,00-0035140,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3.0,19.0,0.0,0,0,0,0,3.0,4.9
2021,1,2021_01_CLE_KC,KC,CLE,00-0036360,0.0,0.0,0.0,0.0,0.0,14,43.0,0.0,3.0,29.0,0.0,1,2,1,1,17.0,10.2
2021,1,2021_01_DAL_TB,0,0,0,0.0,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0,0,0,0,9.0,0.0
2021,1,2021_01_DAL_TB,DAL,TB,0,0.0,0.0,0.0,0.0,0.0,87,0.0,0.0,0.0,0.0,0.0,0,0,0,0,87.0,0.0
2021,1,2021_01_DAL_TB,DAL,TB,00-0031544,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,13.0,139.0,0.0,0,0,1,3,13.0,26.9
2021,1,2021_01_DAL_TB,DAL,TB,00-0033045,0.0,0.0,0.0,0.0,0.0,11,33.0,0.0,2.0,6.0,0.0,1,1,1,2,13.0,5.9
2021,1,2021_01_DAL_TB,DAL,TB,00-0033077,59.0,42.0,580.0,3.0,1.0,4,13.0,0.0,0.0,0.0,0.0,1,2,2,9,63.0,34.5
2021,1,2021_01_DAL_TB,DAL,TB,00-0033658,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3.0,20.0,0.0,0,0,0,0,3.0,5.0
2021,1,2021_01_DAL_TB,DAL,TB,00-0034383,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,6.0,45.0,0.0,0,0,0,0,6.0,10.5
2021,1,2021_01_DAL_TB,DAL,TB,00-0034418,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3.0,24.0,0.0,0,0,0,0,3.0,5.4
2021,1,2021_01_DAL_TB,DAL,TB,00-0034764,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4.0,36.0,0.0,0,0,0,1,4.0,7.6
2021,1,2021_01_DAL_TB,DAL,TB,00-0035261,0.0,0.0,0.0,0.0,0.0,3,14.0,0.0,4.0,29.0,0.0,0,0,0,1,7.0,8.3
2021,1,2021_01_DAL_TB,DAL,TB,00-0036358,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,7.0,104.0,0.0,0,0,0,2,7.0,17.4
2021,1,2021_01_DAL_TB,TB,DAL,0,0.0,0.0,0.0,0.0,0.0,73,0.0,0.0,0.0,0.0,3.0,0,0,0,3,73.0,-6.0
2021,1,2021_01_DAL_TB,TB,DAL,00-0019596,50.0,32.0,622.0,4.0,2.0,0,0.0,0.0,0.0,0.0,1.0,0,0,2,10,50.0,34.879999999999995
2021,1,2021_01_DAL_TB,TB,DAL,00-0027656,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,8.0,90.0,0.0,0,0,1,2,8.0,17.0
2021,1,2021_01_DAL_TB,TB,DAL,00-0027793,0.0,0.0,0.0,0.0,0.0,1,6.0,0.0,5.0,121.0,0.0,0,0,0,0,6.0,17.700000000000003
2021,1,2021_01_DAL_TB,TB,DAL,00-0030456,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,12.0,0.0,0,0,0,0,2.0,3.2
2021,1,2021_01_DAL_TB,TB,DAL,00-0031408,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3.0,24.0,0.0,0,0,0,0,3.0,5.4
2021,1,2021_01_DAL_TB,TB,DAL,00-0033856,0.0,0.0,0.0,0.0,0.0,9,32.0,0.0,5.0,27.0,0.0,1,4,0,1,14.0,10.9
2021,1,2021_01_DAL_TB,TB,DAL,00-0033921,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,9.0,105.0,1.0,0,0,1,4,9.0,17.5
2021,1,2021_01_DAL_TB,TB,DAL,00-0034816,0.0,0.0,0.0,0.0,0.0,4,14.0,0.0,0.0,0.0,1.0,0,0,0,0,4.0,-0.5999999999999999
2021,1,2021_01_DAL_TB,TB,DAL,00-0036427,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0
2021,1,2021_01_DEN_NYG,0,0,0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0,0,0,0,7.0,0.0
2021,1,2021_01_DEN_NYG,DEN,NYG,0,0.0,0.0,0.0,0.0,0.0,49,0.0,0.0,0.0,0.0,1.0,0,0,0,1,49.0,-2.0
2021,1,2021_01_DEN_NYG,DEN,NYG,00-0031237,38.0,28.0,399.0,2.0,0.0,3,19.0,0.0,0.0,0.0,1.0,0,2,3,8,41.0,23.86
2021,1,2021_01_DEN_NYG,DEN,NYG,00-0032144,0.0,0.0,0.0,0.0,0.0,11,101.0,1.0,3.0,17.0,0.0,0,0,0,0,14.0,20.8
2021,1,2021_01_DEN_NYG,DEN,NYG,00-0033375,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4.0,39.0,0.0,0,0,1,2,4.0,7.9
2021,1,2021_01_DEN_NYG,DEN,NYG,00-0033576,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,7.0,0.0,0,0,0,0,1.0,1.7000000000000002
2021,1,2021_01_DEN_NYG,DEN,NYG,00-0034348,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,14.0,0.0,0,0,0,0,1.0,2.4000000000000004
2021,1,2021_01_DEN_NYG,DEN,NYG,00-0035644,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,6.0,62.0,0.0,0,0,0,2,6.0,12.2
2021,1,2021_01_DEN_NYG,DEN,NYG,00-0036407,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,6.0,72.0,0.0,0,0,0,0,6.0,13.2
2021,1,2021_01_DEN_NYG,DEN,NYG,00-0036412,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3.0,41.0,0.0,0,0,0,1,3.0,7.1000000000000005
2021,1,2021_01_DEN_NYG,DEN,NYG,00-0036423,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3.0,16.0,1.0,0,0,2,2,3.0,2.5999999999999996
2021,1,2021_01_DEN_NYG,DEN,NYG,00-0036997,0.0,0.0,0.0,0.0,0.0,14,45.0,0.0,1.0,-4.0,0.0,0,2,0,0,15.0,5.1
2021,1,2021_01_DEN_NYG,NYG,DEN,0,0.0,0.0,0.0,0.0,0.0,53,0.0,0.0,0.0,0.0,2.0,0,0,0,1,53.0,-4.0
2021,1,2021_01_DEN_NYG,NYG,DEN,00-0027981,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,8.0,0.0,0,0,1,2,2.0,2.8
2021,1,2021_01_DEN_NYG,NYG,DEN,00-0032385,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,7.0,113.0,0.0,0,0,0,1,7.0,18.3
2021,1,2021_01_DEN_NYG,NYG,DEN,00-0032813,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0
2021,1,2021_01_DEN_NYG,NYG,DEN,00-0032972,0.0,0.0,0.0,0.0,0.0,4,7.0,0.0,1.0,6.0,0.0,0,1,0,0,5.0,2.3000000000000003
2021,1,2021_01_DEN_NYG,NYG,DEN,00-0033367,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,6.0,0.0,0,0,1,1,1.0,1.6
2021,1,2021_01_DEN_NYG,NYG,DEN,00-0033932,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4.0,64.0,0.0,0,0,1,1,4.0,10.4
2021,1,2021_01_DEN_NYG,NYG,DEN,00-0034844,0.0,0.0,0.0,0.0,0.0,10,26.0,0.0,1.0,1.0,0.0,1,1,1,2,11.0,3.7
2021,1,2021_01_DEN_NYG,NYG,DEN,00-0035535,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3.0,65.0,0.0,0,0,0,1,3.0,9.5
2021,1,2021_01_DEN_NYG,NYG,DEN,00-0035710,39.0,22.0,375.0,1.0,0.0,6,27.0,1.0,0.0,0.0,1.0,1,1,4,9,45.0,25.7
2021,1,2021_01_DEN_NYG,NYG,DEN,00-0036569,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,6.0,0.0,0,0,0,0,1.0,1.6
2021,1,2021_01_DEN_NYG,NYG,DEN,00-0036913,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,-2.0,0.0,0,0,0,0,2.0,1.8
2021,1,2021_01_GB_NO,0,0,0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0,0,0,0,7.0,0.0
2021,1,2021_01_GB_NO,GB,NO,0,0.0,0.0,0.0,0.0,0.0,54,0.0,0.0,0.0,0.0,2.0,0,0,1,1,54.0,-4.0
2021,1,2021_01_GB_NO,GB,NO,00-0023459,29.0,15.0,310.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0,0,1,2,29.0,8.4
2021,1,2021_01_GB_NO,GB,NO,00-0024243,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,19.0,0.0,0,0,0,0,1.0,2.9000000000000004
2021,1,2021_01_GB_NO,GB,NO,00-0028002,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,32.0,0.0,0,0,0,0,2.0,4.300000000000001
2021,1,2021_01_GB_NO,GB,NO,00-0031381,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,5.0,56.0,0.0,0,0,1,1,5.0,10.600000000000001
2021,1,2021_01_GB_NO,GB,NO,00-0033293,0.0,0.0,0.0,0.0,0.0,5,9.0,0.0,2.0,13.0,0.0,0,1,0,0,7.0,4.2
2021,1,2021_01_GB_NO,GB,NO,00-0033757,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,8.0,0.0,0,0,0,1,2.0,2.8
2021,1,2021_01_GB_NO,GB,NO,00-0034272,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3.0,17.0,0.0,0,0,0,0,3.0,4.7
2021,1,2021_01_GB_NO,GB,NO,00-0034521,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,16.0,0.0,0,0,0,0,2.0,3.6
2021,1,2021_01_GB_NO,GB,NO,00-0035480,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,14.0,0.0,0,0,0,2,2.0,3.4000000000000004
2021,1,2021_01_GB_NO,GB,NO,00-0036264,8.0,5.0,110.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0,0,1,3,8.0,2.4000000000000004
2021,1,2021_01_GB_NO,GB,NO,00-0036265,0.0,0.0,0.0,0.0,0.0,4,19.0,0.0,1.0,7.0,0.0,0,0,0,0,5.0,3.6
2021,1,2021_01_GB_NO,GB,NO,00-0036669,0.0,0.0,0.0,0.0,0.0,5,14.0,0.0,0.0,0.0,0.0,0,0,0,0,5.0,1.4000000000000001
2021,1,2021_01_GB_NO,GB,NO,00-0036991,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,19.0,0.0,0,0,0,0,1.0,2.9000000000000004
2021,1,2021_01_GB_NO,NO,GB,0,0.0,0.0,0.0,0.0,0.0,39,0.0,0.0,0.0,0.0,0.0,0,0,0,0,39.0,0.0
